입력주소,입력아파트명,아파트명,동,법정동,지번,도로명,거래유형,계약년,계약월,계약일,거래금액(만원),전용면적(㎡),층,건축년도,거래구분,보증금(만원),월세(만원)
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,1,20,38300,84.66,9,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,1,24,21000,59.82,4,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,1,20,47000,124.77,11,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,1,25,33400,84.66,3,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,1,25,33000,84.96,15,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,1,31,29500,84.96,1,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,1,21,33000,84.96,8,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,1,15,45500,124.77,15,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,1,20,45000,118.25,2,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,1,20,21500,59.82,10,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,1,17,38000,84.66,14,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,1,22,17000,46.75,9,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,1,27,21400,59.82,7,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,1,11,33300,84.66,2,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,1,19,20900,59.82,13,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,1,18,21000,59.82,7,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,1,21,21650,59.82,7,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,1,24,30000,84.96,14,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,1,9,21300,59.82,14,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,1,7,52800,118.25,14,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,25,48900,118.25,6,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,14,58700,118.25,13,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,2,26,28500,84.96,1,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,28,28000,59.89,11,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,2,10,22000,59.82,17,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,22,36500,84.66,12,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,15,26500,59.89,8,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,25,48900,118.25,6,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당,,사당동,197,사당로2길,매매,2006,2,21,11430,45.2,4,1977,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,16,27000,59.89,12,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,2,27,20500,59.82,6,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,2,17,35250,84.84,14,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,2,19,22750,59.82,7,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,2,7,44300,124.77,18,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,2,9,35000,84.84,15,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,22,37500,84.66,14,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,2,10,34000,84.96,4,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,26,16800,46.75,4,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,2,9,22900,59.82,14,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,2,22,33800,84.96,11,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,13,17500,46.75,11,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,13,50900,118.25,8,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,6,36700,84.66,8,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,16,27000,59.89,12,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,2,1,34400,84.96,11,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,2,6,36000,84.66,12,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,2,2,20000,59.82,15,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,30,56000,108.08,14,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,8,50500,108.08,7,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,25,57500,118.25,7,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,29,28500,59.89,9,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,23,51500,124.77,11,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,30,54500,118.25,15,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,23,37500,84.84,12,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,29,25500,59.82,8,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,26,53000,118.25,4,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,4,23700,59.89,2,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,25,25000,59.82,16,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,15,36500,84.96,15,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,11,35500,84.96,11,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,27,50000,124.77,6,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,1,45500,124.77,1,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,21,21500,59.82,5,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,11,33000,84.96,1,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,7,15800,46.75,8,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,21,43500,118.25,1,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,22,20000,59.89,9,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,27,27800,59.89,5,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,6,47650,124.77,7,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,2,23500,59.82,14,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,16,26300,59.89,13,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,5,50000,124.77,15,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,14,19500,59.82,2,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,1,26400,59.89,6,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,3,11,23300,59.82,11,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,3,2,40500,84.66,6,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,4,19,39840,84.96,17,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,4,20,40000,84.96,12,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,4,26,68000,118.25,10,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,4,26,38000,84.96,7,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,4,26,22800,59.82,4,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,4,19,39840,84.96,17,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,4,9,60000,118.25,4,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,4,29,39000,84.84,4,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,4,27,47800,84.66,3,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,4,25,45000,124.77,12,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,4,4,32800,84.96,2,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,4,17,24250,59.82,7,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,4,1,24500,59.89,2,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,4,4,48800,124.77,18,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,4,9,37000,84.96,16,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,4,12,22500,59.82,3,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,4,16,27000,59.89,10,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,4,16,17400,46.75,2,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,4,12,16900,46.75,4,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,4,1,26500,59.89,4,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,4,3,28500,59.89,7,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,5,26,35000,84.96,3,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,5,10,25000,59.82,7,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,5,8,41000,84.84,10,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,5,5,52000,124.77,3,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,5,10,30000,59.89,4,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,5,17,20000,46.75,7,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,6,7,42300,84.96,8,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,6,3,16000,46.75,1,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,6,17,26000,59.82,9,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당,,사당동,197,사당로2길,매매,2006,7,24,12500,45.2,5,1977,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,7,10,26500,59.82,11,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,7,7,49800,124.77,2,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,7,24,40000,84.96,11,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,8,30,57500,124.77,8,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,8,22,58500,124.77,9,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,8,31,26800,59.82,12,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,8,20,42000,84.96,12,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,8,26,19200,46.75,13,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,8,3,43500,84.84,17,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,8,23,42000,84.96,11,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,8,1,21500,59.82,1,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당,,사당동,197,사당로2길,매매,2006,8,1,12600,45.2,5,1977,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,8,13,49650,84.66,8,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,9,25,37000,59.89,10,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,9,26,42000,84.96,12,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,9,26,19900,46.75,6,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,9,29,44900,84.96,11,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,9,18,23250,59.82,1,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당,,사당동,197,사당로2길,매매,2006,9,16,12200,45.2,1,1977,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,9,13,27500,59.82,5,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,9,23,43500,84.96,7,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,9,19,54800,118.25,1,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,9,16,62000,124.77,15,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,9,14,41000,84.96,9,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,9,16,41600,84.96,11,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,9,6,25200,59.82,15,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,9,12,32500,59.89,6,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,9,25,25000,59.82,4,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,9,23,42900,84.96,16,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,9,8,27000,59.82,12,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,9,9,42000,84.96,17,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,10,19,56000,118.25,1,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,10,25,27000,59.89,1,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,10,16,31300,59.89,2,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,10,9,63000,118.25,5,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당,,사당동,197,사당로2길,매매,2006,10,30,14500,45.2,4,1977,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,10,28,65200,118.25,6,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당,,사당동,197,사당로2길,매매,2006,10,26,13200,45.2,2,1977,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,10,24,29000,59.82,10,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,10,19,32500,59.89,6,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,10,23,28000,59.82,15,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,10,18,34000,59.89,4,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,10,9,59750,124.77,1,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,10,28,27500,59.82,15,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당,,사당동,197,사당로2길,매매,2006,10,30,13500,45.2,1,1977,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,10,18,20000,46.75,11,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,10,28,30000,59.82,14,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,10,12,24500,59.89,1,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,10,25,50300,84.66,15,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,10,21,20100,46.75,4,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,10,20,20000,46.75,14,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,10,10,49000,84.66,5,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,10,2,44300,84.96,16,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,11,30,22500,59.89,5,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,11,14,30000,59.82,14,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,11,26,71200,108.08,11,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,11,12,55800,84.66,13,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,11,18,49600,84.66,2,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,11,3,35900,59.89,4,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,11,1,68000,124.77,17,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,11,4,58900,84.66,12,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,11,2,66800,108.08,6,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,11,2,66800,108.08,6,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당,,사당동,197,사당로2길,매매,2006,11,7,13700,45.2,2,1977,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당,,사당동,197,사당로2길,매매,2006,11,7,13650,45.2,4,1977,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,11,10,37000,59.89,5,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,11,9,35500,59.89,8,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,11,2,76000,118.25,10,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,12,4,28700,59.82,5,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,12,29,38500,59.89,9,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,12,15,61000,118.25,2,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,12,18,32000,59.89,5,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,12,15,64700,108.08,4,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,12,23,29700,59.82,15,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,12,19,22000,46.75,15,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2006,12,8,39000,59.89,11,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2006,12,11,44000,84.84,2,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2007,1,22,39250,59.89,10,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2007,1,27,65000,108.08,8,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2007,1,15,38000,59.89,12,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2007,1,23,28000,59.89,1,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2007,1,16,31500,59.82,10,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2007,1,3,36750,59.89,2,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2007,1,11,67500,124.77,10,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2007,1,6,31450,59.82,15,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당,,사당동,197,사당로2길,매매,2007,1,6,14500,45.2,2,1977,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2007,1,3,26000,46.75,10,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2007,1,3,25000,46.75,12,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2007,2,24,58000,84.66,5,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당,,사당동,197,사당로2길,매매,2007,2,22,15000,45.2,4,1977,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2007,2,22,35000,59.89,7,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2007,2,26,35500,59.89,12,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2007,2,6,38350,59.89,6,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2007,2,2,31800,59.89,1,1993,,,
서울특별시 동작구 동작대로29길 119,사당우성2,우성,,노량진동,323,만양로8길,매매,2007,2,11,46500,84.96,11,1997,,,
서울특별시 동작구 동작대로29길 119,사당우성2,사당우성2,,사당동,105,동작대로29길,매매,2007,3,15,26000,46.75,12,1993,,,
